name,city,state,zipcode,address1,address2,category1_id,category2_id,category3_id,category1,category2,category3,phone,website,latitude,longitude
City Of Glen Cove,Glen Cove,NY,11542,8 Southland Drive,Not Available,0,0,0,Government,"General Government, NEC",City Government-General Offices,5166710308,glencove-li.us,40.896294,-73.631027
Post Magazine,Port Washington,NY,11050,25 Willowdale Avenue,Not Available,0,0,0,Printing & Publishing,"Periodicals: Publishing, or Publishing and Printing",Magazine Publishers,5167672500,Not Available,40.82541,-73.68418
Loft,New York City,NY,10003,770 Broadway,Not Available,0,0,0,Shopping & Stores,Women's Clothing Stores,Women's Ready-To-Wear Apparel,6466021582,loft.com,40.731121,-73.991873
Warren Stephanie K,New York City,NY,10035,1879 Madison Avenue,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Physicians Assistants,2124234000,Not Available,40.80379,-73.94205
L & C Jewelry Inc,New York City,NY,10036,36 West 47th St # 305,Not Available,0,0,0,Shopping & Stores,Jewelry Stores,Jewelry Stores,2123343695,Not Available,40.757106,-73.979769
Milano Graduate School,New York City,NY,10029,22 East 105th St,Not Available,0,0,0,Educational Services,Elementary and Secondary Schools,Elementary and Secondary Schools,9172549996,Not Available,40.793096,-73.95076
Indesign USA,New York City,NY,10018,1370 Broadway Room 1000,Not Available,0,0,0,Apparel,"Women's, Children's, and Infants' Clothing and Accessories",Wholesale Women's Apparel,6466193866,Not Available,40.75213,-73.987422
Robert Fox,Roslyn Heights,NY,11577,58 Center Court,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Psychologists,5166262566,Not Available,40.785376,-73.656041
Nassau County Women's Bar Association,Mineola,NY,11501,114 Old Country Road # 630,Not Available,0,0,0,Associations/Non-Profits,"Membership Organizations, NEC","Membership Organizations, Nec",5169212077,Not Available,40.73987,-73.634921
Wells Albert,New York City,NY,10018,620 8th Avenue Floor 42,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2128411074,cov.com,40.755945,-73.990649
Hosking Heather L,Rochester,NY,14624,1160 Chili Avenue # 200,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Physicians Assistants,5854264980,Not Available,43.13992,-77.66698
June Havoc Theatre,New York City,NY,10018,312 West 36th St Floor 1,Not Available,0,0,0,Travel & Leisure,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Servic,Live Theatres,2128682055,abingdontheatre.org,40.753605,-73.992972
Kim Roy H OD,Rochester,NY,14618,2301 Lac De Ville Boulevard,Not Available,0,0,0,Healthcare,Offices and Clinics of Optometrists,Optometrists,5852440332,rochestereyeassociates.com,43.12068,-77.59087
Food Merchants Cafe,New York City,NY,10016,26 East 40th St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Delicatessens,2123380035,Not Available,40.7515,-73.98028
Spirn Ronald,Lynbrook,NY,11563,540 Willow Avenue,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,5165968670,Not Available,40.65746,-73.67349
Cormorant CO Inc,New York City,NY,10005,140 Broadway,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),2122081450,Not Available,40.709042,-74.010553
Evan J Unterlack Cpa P C,Plainview,NY,11803,3 Crestwood Drive,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,5168223614,pmucpa.com,40.766316,-73.467263
Designing Linens,New York City,NY,10016,267 5th Avenue,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Textile Designers,2126854636,Not Available,40.745367,-73.986713
Red Phoenix Wellness,Mineola,NY,11501,90 2nd St,Not Available,0,0,0,Consumer Services,"Miscellaneous Personal Services, NEC",Massage Therapists,5163079017,longislandmassagetherapy.com,40.74279,-73.63507
Prive LLC,New York City,NY,10004,32 Broadway,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,2124879608,Not Available,40.706321,-74.012793
Lunch Box Express,Carle Place,NY,11514,347 Old Country Road,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),5164141415,Not Available,40.74489,-73.6057
J. Cohen Chiropractic,New York City,NY,10019,333 W 52nd St,Not Available,0,0,0,Healthcare,Offices and Clinics of Chiropractors,Chiropractors,6466570032,jcohenchiropractic.com/,40.7644102,-73.986649
Church of the Nazarene,Valley Stream,NY,11580,360 West Merrick Road # A,Not Available,0,0,0,Associations/Non-Profits,Religious Organizations,Churches,5165616410,Not Available,40.667627,-73.707884
Global Aviation,Farmingdale,NY,11735,8350 Republic Airport,Not Available,0,0,0,Passenger Car Leasing,"Airports, Flying Fields, and Airport Terminal Services",Aircraft Engine Servicing and Maintenance,5165326480,Not Available,40.72695,-73.41864
Samarie Inc,New York City,NY,10018,1350 Broadway Room 509,Not Available,0,0,0,Apparel,Men's and Boys' Clothing and Furnishings,Wholesale Men's Apparel,2126954117,Not Available,40.75139,-73.987576
Tsai Nancy MD,New York City,NY,10013,221 Grand St,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2122278837,Not Available,40.718912,-73.995779
Professional Dermal By Olga,Roslyn Heights,NY,11577,99 Powerhouse Rd. Ste 210,Not Available,0,0,0,Consumer Services,"Miscellaneous Personal Services, NEC",Permanent Make-Up,5166266616,Not Available,40.78439,-73.64989
Rosenthal Wine Mrct J Ray,Locust Valley,NY,11560,12 Valley Avenue,Not Available,0,0,0,Beverages,Wine and Distilled Alcoholic Beverages,Wholesale Wines,5166563443,Not Available,40.880201,-73.58471
Lh Industries Inc,Lynbrook,NY,11563,151 Horton Avenue,Not Available,0,0,0,Building & Construction,Plumbing and Heating Equipment and Supplies (Hydronics),Plumbing Fittings and Supplies,5165153352,lhindustries.com,40.662628,-73.687556
Wanakena Sewer District One,Amsterdam,NY,12010,27 River St,Not Available,0,0,0,Government,Legislative Bodies,Government Offices City Village and Township,3158483082,Not Available,42.9343,-74.19573
Tenant Corp,New York City,NY,10011,135 West 17th St,Not Available,0,0,0,Building & Construction,"Heavy Construction, NEC",Builders Docks,2127271831,Not Available,40.739702,-73.996417
American Austrian Foundation,New York City,NY,10017,150 East 42nd St Floor 32,Not Available,0,0,0,Associations/Non-Profits,"Membership Organizations, NEC",Organizations,2128561075,aaf-online.org,40.751136,-73.975694
Audrey Golden Assoc,New York City,NY,10017,633 3rd Avenue,Not Available,0,0,0,Other Business Services,Employment Agencies,Executive Search Consultants,2126615123,audreygoldenassoc.com,40.749478,-73.975302
Stein Joshua,New York City,NY,10022,340 East 57th St,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2126883300,joshuastein.com,40.758403,-73.967199
Erin Halley Events & Productions LLC,New York City,NY,10001,135 West 26th St # A,Not Available,0,0,0,Consumer Services,"Miscellaneous Personal Services, NEC",Party Planning Services,2126770926,Not Available,40.745501,-73.992713
Berenstain Bears Production LLC,New York City,NY,10018,306 West 38th St Room 1501,Not Available,0,0,0,Media,Motion Picture and Video Tape Production,Motion Picture Producers and Studios,2125295810,Not Available,40.754656,-73.991866
Biernbaum Inclima & Meyer,Rochester,NY,14614,19 West Main St # 900,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,5855462350,Not Available,43.15553,-77.61312
City Of New York,New York City,NY,10006,40 Rector St Floor 4,Not Available,0,0,0,Professional Services,Public Relations Services,Public Relations and Publicity,2123067200,Not Available,40.70846,-74.014682
Nyc Association For Education Of Children,New York City,NY,10014,66 Leroy St,Not Available,0,0,0,Associations/Non-Profits,Individual and Family Social Services,Child Guidance,2128070144,Not Available,40.729988,-74.00577
Glg Mini Storage Inc,Island Park,NY,11558,4178 Industrial Place,Not Available,0,0,0,Warehousing & Storage,"Special Warehousing and Storage, NEC","Special Warehousing and Storage, Nec",5164325600,Not Available,40.607904,-73.648527
Barry Disman,New York City,NY,10010,5 East 22nd St Apartment 30b,Not Available,0,0,0,Printing & Publishing,Commercial Art and Graphic Design,Graphic Designers,2122601518,Not Available,40.740653,-73.989163
Christopher Graziano,Mineola,NY,11501,114 Old Country Road # 216,Not Available,0,0,0,Legal,Legal Services,Legal Services,5162921444,Not Available,40.739409,-73.636336
Jet Partners,New York City,NY,10001,147 W 35th Street<br/>Suite #411,Not Available,0,0,0,Passenger Car Leasing,"Air Transportation, Nonscheduled",Flying Charter Services,8662352852,jetpartners.aero,40.751384,-73.9890813
Frankel Etta B MD,New York City,NY,10019,425 West 59th St,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2124925500,Not Available,40.765982,-73.985122
Gabriel Manufacturing CO,New York City,NY,10018,1431 Broadway Floor 6,Not Available,0,0,0,Manufacturing,"Manufacturing Industries, NEC",Manufacturing Companies,2122799723,Not Available,40.75455,-73.98686
Sear Thomas H,New York City,NY,10020,1251 Avenue Of The Americas,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2122781000,andersonkill-la.com,40.759603,-73.980679
David Kenneth R,New York City,NY,10017,425 Lexington Avenue Floor 15,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2124552000,simpsonthacher.com,40.752385,-73.975352
Integrated Solutions Inc,Glen Cove,NY,11542,10 Petite Place,Not Available,0,0,0,Computer Software,Computer Programming Services,Computer System Designers and Consultants,5166569210,Not Available,40.860669,-73.629485
Kolbert Venetian Blind Service,Woodmere,NY,11598,852 West Broadway,Not Available,0,0,0,Shopping & Stores,Miscellaneous Homefurnishings Stores,Venetian Blinds,5168087000,Not Available,40.63239,-73.71595
Unity Dialysis,Rochester,NY,14611,89 Genesee St,Not Available,0,0,0,Healthcare,Kidney Dialysis Centers,Kidney Dialysis Centers,5853683934,Not Available,43.149229,-77.636141
Chen's Modern Fashion Shop,New York City,NY,10002,52 East Broadway Floor 6,Not Available,0,0,0,Shopping & Stores,Women's Clothing Stores,Boutiques,9176179889,Not Available,40.713744,-73.99556
Kx Associates,New York City,NY,10023,1841 Broadway Room 805,Not Available,0,0,0,Professional Services,Public Relations Services,Public Relations and Publicity,2129252507,kxassociates.com,40.769074,-73.982394
United Pavers Sales Corp,New Hyde Park,NY,11040,308 Bryn Mawr Road,Not Available,0,0,0,Building & Construction,"Highway and Street Construction, Except Elevated Highways",Highway and Street Paving Contractor,5167411120,Not Available,40.750588,-73.667532
Proof Magazine,New York City,NY,10011,1916 Old Chelsea Station,Not Available,0,0,0,Printing & Publishing,"Periodicals: Publishing, or Publishing and Printing",Periodical Publishers,2127414773,proofmag.com,40.7405,-73.99895
Selbert Gary S OD,Amsterdam,NY,12010,64 Romeyn Avenue,Not Available,0,0,0,Healthcare,Offices and Clinics of Optometrists,Optometrists,5188428797,Not Available,42.950558,-74.191162
420 East 72nd Street Tenants,New York City,NY,10021,420 East 72nd St # 1j,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,2129887000,Not Available,40.767546,-73.955533
Rosa's Fashion Boutique,New York City,NY,10034,555 West 207th St,Not Available,0,0,0,Shopping & Stores,Women's Clothing Stores,Boutiques,2125690404,Not Available,40.86601,-73.92007
N.A.T. Leathers,New York City,NY,10001,248 West 35th Street,Not Available,0,0,0,Agriculture,"Farm-Product Raw Materials, NEC",Wholesale Hides,2126431702,natleathers.bigcartel.com/,40.752249,-73.992124
Doeblin Jane MD,Rochester,NY,14626,103 Canal Landing Boulevard # 11,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5852443430,wgcaobgyn.com,43.18255,-77.69499
East 75th Street Apartments,New York City,NY,10021,103 East 75th St,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Apartments,2127347492,Not Available,40.773035,-73.962197
Microsystems Pc,Westbury,NY,11590,134 Linden Avenue,Not Available,0,0,0,Computer Hardware,Computers and Computer Peripheral Equipment and Software,"Computers, Peripherals, and Software",5169975050,rackmount.com,40.75453,-73.58443
Robert W Richards Art,New York City,NY,10012,250 Mercer St,Not Available,0,0,0,Other Business Services,"Services, NEC",Fine Arts Artists,2126742729,Not Available,40.728304,-73.995275
Eric L Weston Cpa,Baldwin,NY,11510,681 Jay Way,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,5168671013,Not Available,40.63352,-73.614432
Ruttenberg David A,New York City,NY,10016,270 Madison Avenue Floor 9,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2126796330,whafh.com,40.751118,-73.980599
James Marinello Construction,Merrick,NY,11566,58 Stevens Avenue,Not Available,0,0,0,Consumer Services,Beauty Shops,Beauty Salons,0,Not Available,40.678399,-73.550456
Paragon Cleaners,New York City,NY,10010,60 West 23rd St,Not Available,0,0,0,Other Business Services,"Building Cleaning and Maintenance Services, NEC",Building and Office Cleaning Services,2122293777,Not Available,40.742714,-73.992739
Svam International Inc,Great Neck,NY,11023,233 East Shore Road # 201,Not Available,0,0,0,E-Commerce & IT Outsourcing,"Computer Related Services, NEC",Computer Consultants,5164666655,svam.com,40.79551,-73.71292
Glazier Group,New York City,NY,10038,11 Fulton St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Caterers,2126088823,theglaziergroup.com,40.70671,-74.00348
Lily's Nail Salon,New York City,NY,10019,60 West 56th St,Not Available,0,0,0,Consumer Services,Beauty Shops,Manicurists,2129579081,Not Available,40.763114,-73.976555
Gyu Kaku,New York City,NY,10036,321 West 44th St Front Grnd,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,6466929115,Not Available,40.75895,-73.98973
Crunch Productions,Carle Place,NY,11514,5 Garden Avenue,Not Available,0,0,0,Media,Motion Picture and Video Tape Distribution,Motion Picture and Tape Distributors,5169724865,Not Available,40.747527,-73.604703
Fort Tryon Apartment,New York City,NY,10040,4489 Broadway Apartment 1a,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Apartments,2129420009,Not Available,40.857562,-73.932263
Inn on 57th Street,New York City,NY,10019,440 West 57th St,Not Available,0,0,0,Travel & Leisure,Hotels and Motels,Hotels and Motels,2125818100,Not Available,40.768368,-73.986924
Tradestation Prime Service,New York City,NY,10017,400 Madison Avenue Room 12a,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Brokers,2123082030,Not Available,40.756248,-73.976846
Travelex USA,New York City,NY,10036,1578 Broadway,Not Available,0,0,0,Travel & Leisure,Travel Agencies,Travel Agencies,2127572314,travelex.com,40.75954,-73.98496
Otis Electric Co,Mineola,NY,11501,102 Mineola BLVD,Not Available,0,0,0,Electrical,Electrical Work,Electrical Contractors,5162476098,Not Available,40.7418305,-73.6
Judah Weinberger,New York City,NY,10032,173 Fort Washington Avenue H,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Physicians Offices,2123051581,Not Available,40.840998,-73.942933
Klic Cleaners & Launders Inc,Franklin Square,NY,11010,340 Franklin Avenue,Not Available,0,0,0,Consumer Services,"Garment Pressing, and Agents for Laundries and Drycleaners",Laundries and Dry Cleaners,5167755111,Not Available,40.69894,-73.68205
German American Chamber-Cmmrc,New York City,NY,10004,75 Broad St Room 2100,Not Available,0,0,0,Associations/Non-Profits,Business Associations,Trade Associations,2129748830,citf.com,40.704468,-74.011487
May Shaw,New York City,NY,10029,246 East 110th St Apartment B,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,3475757568,Not Available,40.793233,-73.941036
Jenkins Lee C,New York City,NY,10025,255 West 108th St Apartment 5d,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Psychotherapists,2126620775,Not Available,40.802451,-73.966414
Beckmann Wendy,Roslyn,NY,11576,100 Port Washington Boulevard,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Nurse Practitioners,5165626000,Not Available,40.80142,-73.666
Bak Restaurant,New York City,NY,10003,9 East 13th St Front 1,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,2123669299,Not Available,40.735136,-73.993646
Norman Mcgrath Photographer,New York City,NY,10024,164 West 79th St Apartment 6c,Not Available,0,0,0,Printing & Publishing,Commercial Photography,Commercial Photographers,2127996422,normanmcgrath.com,40.782676,-73.977345
F & J Precision Tooling,Glen Cove,NY,11542,59 Sea Cliff Avenue,Not Available,0,0,0,Machinery & Equipment,"Industrial and Commercial Machinery and Equipment, NEC",Machine Shops,5166766561,Not Available,40.851619,-73.624813
Meca Ventures LLC,Lynbrook,NY,11563,61 Vincent Place,Not Available,0,0,0,Shopping & Stores,Women's Clothing Stores,Bridal Shops,5166124338,Not Available,40.652243,-73.661736
International Institute For Head And Neck Cancer And Tobacco-Related Diseases Inc,New York City,NY,10003,310 East 14th St,Not Available,0,0,0,Associations/Non-Profits,"Membership Organizations, NEC",Organizations,2129794535,Not Available,40.731957,-73.984384
Hynes Shawn,New York City,NY,10017,425 Lexington Avenue Floor 15,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2124552000,simpsonthacher.com,40.752385,-73.975352
Leadsunpower,New York City,NY,10001,244 5th Avenue Ste 267,Not Available,0,0,0,Shopping & Stores,Miscellaneous Homefurnishings Stores,Lighting,8669560007,leadsunpower.com,40.7447025,-73.9878552
sfsfsd,New Hyde Park,NY,11040,118 lowell ave,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),7275359762,Not Available,40.7331,-73.6942
Rolling River Day Camp,East Rockaway,NY,11518,477 Ocean Avenue,Not Available,0,0,0,Consumer Services,Child Day Care Services,Group Day Care Center,5165932267,rollingriver.com,40.64515,-73.65877
210 Lafayette Street Condo,New York City,NY,10012,210 Lafayette St,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Apartments,2126800100,Not Available,40.721648,-73.997701
Sean Swinney Recording,New York City,NY,10019,244 West 54th St,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Recording Studios,2122622249,Not Available,40.76438,-73.98346
Interia Management LLC,New York City,NY,10009,410 East 6th St Apartment 11d,Not Available,0,0,0,Professional Services,Management Services,Management Services,2125214130,interiamgmt.com,40.726141,-73.985908
Joan Bennett,New York City,NY,10023,29 West 64th St Apartment 5g,Not Available,0,0,0,Travel & Leisure,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Servic,Television Program Producers,2128739501,Not Available,40.771857,-73.980957
Transitional Program,New York City,NY,10002,281 East Broadway,Not Available,0,0,0,Healthcare,"Specialty Outpatient Facilities, NEC",Outpatient Services,2122204047,Not Available,40.714393,-73.984395
Knit Factory USA,New York City,NY,10018,330 W 38th Street,Not Available,0,0,0,Textiles,"Knitting Mills, NEC",Knitting Mills (Unclassified),2128685740,Not Available,40.7553,-73.99305
Lewis Music School Inc,Hempstead,NY,11550,116 South Franklin St,Not Available,0,0,0,Educational Services,"Schools and Educational Services, NEC",Music and Drama Schools,5162445702,Not Available,40.702539,-73.621344
Pietro Pannella Contracting Inc,East Meadow,NY,11554,2750 Birch Avenue,Not Available,0,0,0,Building & Construction,"Highway and Street Construction, Except Elevated Highways","General Contractor, Highway and Street Construction",5167810356,pietropannellacontracting.com,40.708936,-73.533287
Gemini Plastics Inc,Plainview,NY,11803,101 Harvard Drive,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Plastic Product Stores,5163673738,Not Available,40.79649,-73.458661
Thomas M Laquercia Attorney,New York City,NY,10007,291 Broadway # 16,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2122273333,smithlaquercia.com,40.71495,-74.00565
Louis Hair World,New York City,NY,10028,48 East End Avenue Front 1,Not Available,0,0,0,Consumer Services,Beauty Shops,Hairdressers,2124723504,Not Available,40.772121,-73.946905
Ibc Airways,New Hyde Park,NY,11042,1979 Marcus Avenue,Not Available,0,0,0,Passenger Car Leasing,"Air Transportation, Scheduled",Airline Companies,5164923110,Not Available,40.75765,-73.69377
Tango Boutique,Greenvale,NY,11548,415 Greenvale Highway,Not Available,0,0,0,Shopping & Stores,Women's Clothing Stores,Women's Clothing Stores,5166748646,tangoboutique.biz,40.81306,-73.6277
Baird Pamela,New York City,NY,10016,403 East 34th St,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Nurse Practitioners,2122638134,Not Available,40.74371,-73.97321
William Kloner,New York City,NY,10021,203 East 72nd St Apartment 3b,Not Available,0,0,0,Telecommunications & Wireless,Radio Broadcasting Stations,Religious,8154787064,Not Available,40.769802,-73.960354
Brown & Gropper,New York City,NY,10016,171 Madison Avenue Room 1002,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2123664600,brownandgropper.com,40.74723,-73.98327
Angelo Michale Beauty Inc,New York City,NY,10011,433 West 21st St Apartment 7b,Not Available,0,0,0,Consumer Services,Beauty Shops,Beauty Salons,7186382314,Not Available,40.745866,-74.003462
Trovec Inc,Rochester,NY,14615,1999 Mount Read Boulevard Building 3,Not Available,0,0,0,Transportation & Shipping,Motor Vehicle Parts and Accessories,Car Parts and Accessories Manufacturers,5852541100,torvec.com,43.1911,-77.65978
Dogways LLC,Rochester,NY,14618,137 Westland Avenue,Not Available,0,0,0,Printing & Publishing,Miscellaneous Publishing,Publishers,3102706300,Not Available,43.12769,-77.581323
Fpm Realty LLC,Rochester,NY,14618,28 Fair Oaks Avenue,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate Buyers Representatives,5857274032,Not Available,43.132533,-77.573025
Law Office of Robert Jay Gumenick P.C.,New York City,NY,10016,"260 Madison Avenue, Floor 18",Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),2126087478,Not Available,40.7507247,-73.9810759
Atelier DE Modele,New York City,NY,10018,325 West 38th St,Not Available,0,0,0,Consumer Services,Beauty Shops,Beauty Salons,2127064084,Not Available,40.755071,-73.992334
Ann Qiu Acupuncture Herbology,New York City,NY,10022,141 East 55th St Apartment 4c,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Acupuncturists,2127588851,Not Available,40.759682,-73.969834
Young Dan,Rochester,NY,14611,117 West Avenue,Not Available,0,0,0,Professional Services,Management Consulting Services,Business Management Consultants,5852649811,Not Available,43.14998,-77.64068
A Gallo Restoration Refinish,Port Washington,NY,11050,17 Willowdale Avenue,Not Available,0,0,0,Consumer Services,Reupholstery and Furniture Repair,Furniture Repair and Refinishing,5167673695,Not Available,40.825128,-73.687953
Green & Bashn Goldstein,East Meadow,NY,11554,1778 Hempstead Turnpike,Not Available,0,0,0,Legal,Legal Services,Legal Services,5162802315,eglaw.com,40.723588,-73.571069
Jdg Productions Inc,New York City,NY,10001,229 West 28th St,Not Available,0,0,0,Government,Legislative Bodies,County Government Offices,2122394363,Not Available,40.74806,-73.9952
Rigast LLC,Farmingdale,NY,11735,30 Banfi Plaza North,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),6312932159,Not Available,40.71899,-73.41878
Smith Foods,New York City,NY,10017,22 East 42nd St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,2125992127,Not Available,40.75311,-73.97459
Downs Jennifer A MD,New York City,NY,10065,1300 York Avenue,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2127466050,Not Available,40.76516,-73.9549
210 East 86th Street Corp,New York City,NY,10028,210 East 86th St # 3,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate Management,2128795341,Not Available,40.778656,-73.953735
Siren Management,New York City,NY,10019,415 West 55th St,Not Available,0,0,0,Professional Services,Management Services,Administrative Management,2127576316,Not Available,40.766863,-73.987091
David Rubinow Inc,New York City,NY,10023,30 West 60th St Apartment 8k,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,3106216135,Not Available,40.769108,-73.982982
Rock & Roll Tours of New York,New York City,NY,10001,143 West 29th St,Not Available,0,0,0,Travel & Leisure,Travel Agencies,Travel Agencies,2122449797,nyc.com,40.747227,-73.99126
El Rincon DE Jocke,New York City,NY,10032,1047 Saint Nicholas Avenue,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),2125433587,Not Available,40.83676,-73.94016
Stahl Eye Center,Garden City,NY,11530,450 Lifetime Brands Boulevard,Not Available,0,0,0,Shopping & Stores,Optical Goods Stores,Optical Goods Stores,5167940293,Not Available,40.72658,-73.64374
Joe Mammas Foot Therapy,Bethpage,NY,11714,1111 Stewart Avenue,Not Available,0,0,0,Healthcare,Offices and Clinics of Podiatrists,Podiatrists,5163905635,Not Available,40.761914,-73.49364
Brown Bag Films,New York City,NY,10003,51 East 12th St,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,2123343473,brownbagfilms.com,40.73306,-73.99062
Able House,New York City,NY,10029,2009 3rd Avenue,Not Available,0,0,0,Healthcare,"Specialty Outpatient Facilities, NEC",Outpatient Services,2123484660,ummhc.org,40.794225,-73.942652
Photography Emotion,New York City,NY,10037,45 West 132nd St Apartment 14a,Not Available,0,0,0,Consumer Services,"Photographic Studios, Portrait",Videographers,2122343572,Not Available,40.811537,-73.940281
US #1 Trading,New York City,NY,10018,57 West 38th St,Not Available,0,0,0,Transportation & Shipping,Motor Vehicle Supplies and New Parts,Wholesale Automobile Parts and Supplies,7188213141,Not Available,40.751779,-73.984515
Northup Roy CPA,New York City,NY,10004,17 Battery Place,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,2127421655,Not Available,40.705124,-74.016285
Galvano Productions,Rochester,NY,14626,861 North Greece Road,Not Available,0,0,0,Printing & Publishing,Commercial Art and Graphic Design,Film Strip and Slide Producer,5852258795,Not Available,43.23798,-77.733576
Dc Sales,New York City,NY,10025,215 West 95th St Apartment 7h,Not Available,0,0,0,Healthcare,Offices and Clinics of Chiropractors,Chiropractors,9175896060,Not Available,40.793993,-73.971944
C M First Services,New York City,NY,10002,89 Bowery,Not Available,0,0,0,Other Business Services,"Services, NEC",Services (Unclassified),2123345789,Not Available,40.717042,-73.995377
Bernardo Danl,Rochester,NY,14617,279 Imperial Circle,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,5855445551,Not Available,43.220183,-77.589583
Village Flower Deli Inc,New York City,NY,10014,1 Greenwich Avenue,Not Available,0,0,0,Other Consumer Products & Services,Florists,Fresh Flowers,2122430906,Not Available,40.733748,-73.999742
Rand Lawrence M MD,Bellmore,NY,11710,2631 Merrick Road # 202,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Internal Medicine Doctors,5168262700,Not Available,40.66302,-73.52856
Campbell Development Group LLC,New York City,NY,10011,13 West 13th St Apartment 3hs,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC","Testing Service, Educational or Personnel",6462695818,campbelldevelopmentgroup.com,40.735732,-73.99474
Brinster & Bergman,Rockville Centre,NY,11570,100 Merrick Road # 320e,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,5167664800,bbcpa.biz,40.657889,-73.653599
Hasan Salma A MD,New York City,NY,10009,447 East 14th St Apartment 9h,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,9173060889,Not Available,40.731003,-73.981336
New Hyde Park Funeral Home,New Hyde Park,NY,11040,506 Lakeville Road,Not Available,0,0,0,Other Consumer Products & Services,Funeral Services and Crematories,Funeral Homes,5162161146,nhpfh.com,40.73553,-73.6885
Green Emporium,New York City,NY,10019,791 8th Avenue,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Miscellaneous Retail Stores (Unclassified),2122457270,greenemporium.com,40.76122,-73.98696
Heneghan Family LLC,Point Lookout,NY,11569,14 Hewlett Avenue,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),5164314878,Not Available,40.593351,-73.579529
